﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:2Hr8GbU3qRT9PgQkQ6wbnX","To Sirius","Gojira","From Mars to Sirius","1","11","337840","spotify:user:mmccaff","2019-05-15T21:28:48Z"
"spotify:track:7hfiEiXv9u9sXoia7KMYPh","Global Warming","Gojira","From Mars to Sirius","1","12","470746","spotify:user:mmccaff","2019-05-15T21:28:48Z"
"spotify:track:0dpFb4qv92TE9R00Lq4SAW","Symbolic","Death","Symbolic (Remastered Version)","1","1","392800","spotify:user:mmccaff","2019-05-15T21:30:35Z"
"spotify:track:71MrVsb0pbIDpFOlYCVIhE","Zero Tolerance","Death","Symbolic (Remastered Version)","1","2","288866","spotify:user:mmccaff","2019-05-15T21:30:35Z"
"spotify:track:5XWpYr8V9DxbmH0Njtsfhq","Empty Words","Death","Symbolic (Remastered Version)","1","3","382026","spotify:user:mmccaff","2019-05-15T21:30:35Z"
"spotify:track:5I2nvva658EdhIAtRQadWG","Sacred Serenity","Death","Symbolic (Remastered Version)","1","4","267013","spotify:user:mmccaff","2019-05-15T21:30:35Z"
"spotify:track:4DUF5hZMBIcAmEF5MAfqzx","1,000 Eyes","Death","Symbolic (Remastered Version)","1","5","268653","spotify:user:mmccaff","2019-05-15T21:30:35Z"
"spotify:track:0QHAeWDMHjkCb1VVHAkXxY","Without Judgement","Death","Symbolic (Remastered Version)","1","6","328013","spotify:user:mmccaff","2019-05-15T21:30:35Z"
"spotify:track:0ItAcLSkUiePOmFGun3cSe","Crystal Mountain","Death","Symbolic (Remastered Version)","1","7","307426","spotify:user:mmccaff","2019-05-15T21:30:35Z"
"spotify:track:1VzTXTV0LqoD8OJE14yD3E","Misanthrope","Death","Symbolic (Remastered Version)","1","8","303906","spotify:user:mmccaff","2019-05-15T21:30:35Z"
"spotify:track:794bicUnAgsMFeCArdMDkD","Perennial Quest","Death","Symbolic (Remastered Version)","1","9","501360","spotify:user:mmccaff","2019-05-15T21:30:35Z"
"spotify:track:3lR9svT5PfgHPAP7meqwf0","Symbolic Acts - Demo","Death","Symbolic (Remastered Version)","1","10","354373","spotify:user:mmccaff","2019-05-15T21:30:35Z"
"spotify:track:7jSjfj0MFxUFdCryqqWNDV","Zero Tolerance - Demo","Death","Symbolic (Remastered Version)","1","11","249800","spotify:user:mmccaff","2019-05-15T21:30:35Z"
"spotify:track:3RQEWO2Bcwv9AeStke6Rhp","Crystal Mountain - Demo","Death","Symbolic (Remastered Version)","1","12","263106","spotify:user:mmccaff","2019-05-15T21:30:35Z"
"spotify:track:26JHyUVVSJY5n6yNytY66A","Misanthrope - Demo","Death","Symbolic (Remastered Version)","1","13","339253","spotify:user:mmccaff","2019-05-15T21:30:35Z"
"spotify:track:08ZfQXBjDxvUxpXjhXNfRE","Symbolic Acts - 4-track Demo","Death","Symbolic (Remastered Version)","1","14","355866","spotify:user:mmccaff","2019-05-15T21:30:35Z"
"spotify:track:2SgbR6ttzoNlCRGQOKjrop","Cowboys from Hell","Pantera","Cowboys from Hell","1","1","243533","spotify:user:mmccaff","2019-05-15T21:31:14Z"
"spotify:track:6lJJcUjhsp0TJRuzUIPOYO","Primal Concrete Sledge","Pantera","Cowboys from Hell","1","2","133120","spotify:user:mmccaff","2019-05-15T21:31:14Z"
"spotify:track:5JCZHWdFLg2rXtg684rTHt","Psycho Holiday","Pantera","Cowboys from Hell","1","3","319133","spotify:user:mmccaff","2019-05-15T21:31:14Z"
"spotify:track:4c6yZLnA730uJgQf9fTW2M","Heresy","Pantera","Cowboys from Hell","1","4","286693","spotify:user:mmccaff","2019-05-15T21:31:14Z"
"spotify:track:4vJr55lngvhSM8WIh9CjQc","Cemetery Gates","Pantera","Cowboys from Hell","1","5","422933","spotify:user:mmccaff","2019-05-15T21:31:14Z"
"spotify:track:769cLRTw2y6KRdkFWFkxtu","Domination","Pantera","Cowboys from Hell","1","6","305293","spotify:user:mmccaff","2019-05-15T21:31:14Z"
"spotify:track:5APqyicPSWwJgFH8D9a8i3","Shattered","Pantera","Cowboys from Hell","1","7","201760","spotify:user:mmccaff","2019-05-15T21:31:14Z"
"spotify:track:1D1vTeuqMKui7aiCtmYKhh","Clash with Reality","Pantera","Cowboys from Hell","1","8","316506","spotify:user:mmccaff","2019-05-15T21:31:14Z"
"spotify:track:4TkGSUMbcruxipZrFzcHP6","Medicine Man","Pantera","Cowboys from Hell","1","9","315066","spotify:user:mmccaff","2019-05-15T21:31:14Z"
"spotify:track:2EsJKiFvrdO0x3Mx9oZeH4","Message in Blood","Pantera","Cowboys from Hell","1","10","309533","spotify:user:mmccaff","2019-05-15T21:31:14Z"
