﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:33uNtcCkiICPpD0Zl3g4r6","Crack Hitler","Faith No More","Angel Dust","1","11","279400","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:6pprS3AuOBwqFvCKCB9MJG","Another Set of Issues","OK Go","Hungry Ghosts","1","3","237544","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:39zWYYZStDgWi32sOU9AX4","Fear Inoculum","TOOL","Fear Inoculum","1","1","620101","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:6D2ZD1yIFU1c1R7GdHsrtD","I Don’t Blame You","Phantogram","Voices","1","9","209413","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:0y3MGjlkoOIp9KOSVuvCif","Heroine","Blonde Redhead","23 (Standard)","1","8","251333","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:0xxJvIP8uDhHyVzCnA2gsq","Crux Lust","Texas In July","Texas in July (Deluxe Edition)","1","8","202066","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:1KCndc1SfLo9i9YWXdjy9D","Crawl Away","TOOL","Undertow","1","5","330426","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:0zDbbJ71fcLI9E8dmlgffZ","Bill Murray","Phantogram","Voices","1","8","215413","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:6KrTtIbVntoSBNB1M8UYqH","WTF!?","Zomboy","The Outbreak","1","6","219374","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:0tEuudfO34gLfTTcUSOFlB","Waves","Slowdive","Just For A Day","1","6","351786","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:7w3OtOPDeyaaOruYucRaQF","My Impure Hair","Blonde Redhead","23 (Standard)","1","10","292306","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:2AeHOxpQkcg5jPq9quPm1U","Tres","Pinback","Blue Screen Life","1","12","348453","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:6ToEDjfMmWUEcj6Oe1lfB0","Beast In The Belly","Zomboy","The Outbreak","1","4","203835","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:31hqP5oGX2M2z4ayh97jHl","Upside Down & Inside Out","OK Go","Hungry Ghosts","1","1","187866","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:57cXmeqCiKUF0GpJDFVAkt","Primal","Slowdive","Just For A Day","1","9","331386","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:6DyywdbmTzlmXBzG9ym7Rt","Sober","TOOL","Undertow","1","3","306853","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:1DDEOszvliLLv80PQzGF69","Mouthful of Diamonds","Phantogram","Eyelid Movies","1","1","253426","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:3mNGxvvHF34fuFHCrHO1mr","I'm Not Through","OK Go","Hungry Ghosts","1","6","216285","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:6ktlz091RxLid9rd9MmB8n","The Sadman","Slowdive","Just For A Day","1","8","285146","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:6bBfqZW47dwndIfYQcB0VR","Prison Sex","TOOL","Undertow","1","2","296320","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:7rNJpW1F5VJ79SX8vvh8fQ","Survivors","Zomboy, MUST DIE!","The Outbreak","1","7","257142","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:0OgBQSd9eC2qQJJHpqxShn","Paranoia","Texas In July","Texas in July (Deluxe Edition)","1","9","183306","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:4fEEDBLpvZJRLpshxJbYq1","Brighter","Slowdive","Just For A Day","1","7","229186","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:62A7y2i3IY5Cako4cSoaVw","My Only Friend","Phantogram","Voices","1","11","276413","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:4Wvnm0J3Zz9cmMdEMMghGA","Undertow","TOOL","Undertow","1","7","322016","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:42DIFjL8SCQ1pNVphDi968","Turn up the Radio","OK Go","Hungry Ghosts","1","4","177360","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:7fgHvYrA6d92B3ClbjZinS","Slowdive","Slowdive","Just For A Day","2","1","317066","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:1LJSniVKf2cSGY3LT1oqyk","Celebrating Nothing","Phantogram","Voices","1","10","226480","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:5q272ZCgwndbAJJhGdG2mI","No Good (Attack the Radical)","Pantera","Vulgar Display of Power","1","7","289760","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:3FMVOvkk9pEsfjhKlSm62p","Why Me","Skold, KMFDM","SKOLD vs. KMFDM","1","1","269746","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:4wOMCd0BNGbafudqSZ70it","Obsession","OK Go","Hungry Ghosts","1","5","188057","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:3498wF96LsgVgMkGmJzJOC","When I'm Small","Phantogram","Eyelid Movies","1","2","249066","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:4zzvMG8KrsykYtvFEJ99Cl","Easy","Faith No More","Angel Dust","1","14","186960","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:48C0O5CXfQdfjUCUhOs1YP","Legion Inoculant","TOOL","Fear Inoculum","1","5","189979","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:2KWB1SkJ8v0ljkzwHzLvco","The Writing's on the Wall","OK Go","Hungry Ghosts","1","2","214706","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:2Ue894AYFKuHXCXbosikTS","Avalyn II","Slowdive","Just For A Day","2","3","489573","spotify:user:","2019-11-23T03:53:26Z"
"spotify:track:6382yn6FMb4R3PALewAUD1","Charborg","Pinback","Pinback","1","3","208413","spotify:user:","2019-11-23T03:53:26Z"
